Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged
1754587638,"Aug 6, 2018, 7:49:47 PM",Another casual lake swim,Swim,"",1020,800,,false,,,77.0999984741211,,1020.0,1020.0,800.0000610351562,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759642354,"Aug 9, 2018, 1:13:33 AM",Night Run,Run,"",1701,5.30,,false,,,77.0999984741211,,1701.0,1701.0,5300.0,,,,,,,,0.0,,,,,,,,,502.07550048828125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765419405,"Aug 11, 2018, 5:19:37 PM",Afternoon Run,Run,Longest run since injury,2760,8.60,,false,,,77.0999984741211,,2760.0,2760.0,8600.0,,,,,,,,0.0,,,,,,,,,814.6885375976562,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780812315,"Aug 18, 2018, 2:35:02 PM",Saturday spin,Ride,,3960,14.59,,false,,activities/1780812315.gpx,77.0999984741211,,3960.0,3013.0,14589.599609375,24.100000381469727,,33.75434875488281,,74.5,95.0999984741211,5.900000095367432,-0.0006854197708889842,,,,,,,,70.93421173095703,238.30308532714844,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783653235,"Aug 19, 2018, 12:26:45 PM",Toronto Island Triathlon - swim,Swim,Hanlan's Point Lake Ontario - long run after swim to transition,867,800,,false,,,77.0999984741211,,867.0,867.0,800.0000610351562,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783656612,"Aug 19, 2018, 1:03:30 PM",Toronto Island Triathlon - Bike,Ride,Two loops of Island - totally flat,2121,19.10,,false,,,77.0999984741211,,2121.0,2121.0,19100.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783659730,"Aug 19, 2018, 1:26:47 PM",Toronto Island Triathlon - Run,Run,Four loops - totally flat,1316,5.00,,false,,,77.0999984741211,,1316.0,1316.0,5000.0,,,0.0,,,,,0.0,,,,,,,,,473.6561279296875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797492419,"Aug 25, 2018, 2:30:52 PM",Wasaga Beach Olympic Triathlon - Swim,Swim,Felt pretty good. PB for 1500m swim,1594,"1,500",,false,,,77.0999984741211,,1594.0,1594.0,1500.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797495498,"Aug 25, 2018, 3:00:50 PM",Wasaga Beach Olympic Triathlon - Bike,Ride,Not too hilly. Tough headwind coming back,4506,40.00,,false,,,77.0999984741211,,4506.0,4506.0,40000.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797497886,"Aug 25, 2018, 4:15:50 PM",Wasaga Beach Olympic Triathlon - Run,Run,Overcooked the bike - nothing left in the tank for this run. I guess two tris in 6 days was a bit ambitious!,3070,10.00,,false,,,77.0999984741211,,3070.0,3070.0,10000.0,,,0.0,,,,,0.0,,,,,,,,,947.312255859375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812193755,"Sep 1, 2018, 2:28:43 PM",Morning Ride,Ride,,5568,23.95,,false,,activities/1812193755.gpx,77.0999984741211,,5568.0,3841.0,23951.19921875,13.699999809265137,,171.1501007080078,,74.9000015258789,152.0,16.200000762939453,0.0,,,,,,,,124.26752471923828,532.202392578125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851020585,"Sep 18, 2018, 10:40:21 PM",Evening Cruise,Ride,,3659,23.03,,false,,activities/1851020585.gpx,77.0999984741211,,3659.0,3278.0,23029.099609375,12.5,,40.60476303100586,,72.5999984741211,95.0999984741211,7.599999904632568,0.00043423319584690034,,,,,,,,132.1204833984375,482.89642333984375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857287935,"Sep 21, 2018, 11:14:14 PM",Evening Ride,Ride,,15631,21.39,,false,,activities/1857287935.gpx,77.0999984741211,,15631.0,3361.0,21393.099609375,14.800000190734863,,103.01944732666016,,73.5,110.19999694824219,11.399999618530273,0.0,,,,,,,,120.65191650390625,452.1448669433594,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859119525,"Sep 22, 2018, 7:53:48 PM",Afternoon Ride,Ride,,1668,9.10,,false,,activities/1859119525.gpx,77.0999984741211,,1668.0,1455.0,9107.599609375,12.199999809265137,,53.0476188659668,,75.0,110.0999984741211,12.5,-0.11309236288070679,,,,,,,,112.62564086914062,182.71539306640625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873955641,"Sep 29, 2018, 3:40:51 PM",Halton 'Heat Map 100' (modified),Ride,Finally joined the century club,21017,100.37,,false,,activities/1873955641.gpx,77.0999984741211,,21017.0,15082.0,100376.796875,15.0,,545.9564208984375,,167.0,378.6000061035156,15.699999809265137,9.962461626855657e-05,,,,,,,,118.53956604003906,1993.412353515625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970575239,"Nov 17, 2018, 9:00:46 PM",Back from hiatus!,Run,"",1620,5.20,,false,,,77.0999984741211,,1620.0,1620.0,5200.0,,,,,,,,0.0,,,,,,,,,492.60235595703125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995036065,"Dec 1, 2018, 8:24:50 PM",Afternoon Run,Run,"",1748,5.40,,false,,,77.0999984741211,,1748.0,1748.0,5400.0,,,,,,,,0.0,,,,,,,,,511.54864501953125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996714287,"Dec 2, 2018, 4:18:17 PM",Lunch Swim,Swim,"",2100,"1,500",,false,,,,,2100.0,2100.0,1500.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016107559,"Dec 14, 2018, 2:12:43 AM",Indoor Trainer - Ride #1,Ride,"",2400,0,,false,,,77.0999984741211,,2400.0,2400.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017386023,"Dec 14, 2018, 11:00:21 PM",Evening Swim,Swim,"",2700,"2,100",,false,,,,,2700.0,2700.0,2100.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018845541,"Dec 15, 2018, 7:53:46 PM",Afternoon Run,Run,"",2236,6.90,,false,,,77.0999984741211,,2236.0,2236.0,6900.0,,,,,,,,0.0,,,,,,,,,653.6455078125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028763103,"Dec 21, 2018, 11:55:36 PM",Evening Swim,Swim,"",2400,"2,000",,false,,,,,2400.0,2400.0,2000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040616304,"Dec 28, 2018, 5:44:36 PM",Afternoon Run,Run,"",1620,5.00,,false,,,77.0999984741211,,1620.0,1620.0,5000.0,,,,,,,,0.0,,,,,,,,,473.6561279296875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044898507,"Dec 30, 2018, 5:03:50 PM",Lunch Swim,Swim,"",2400,"1,500",,false,,,,,2400.0,2400.0,1500.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054129418,"Jan 4, 2019, 2:35:02 AM",Night Swim,Swim,"",2700,"2,200",,false,,,,,2700.0,2700.0,2200.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076321961,"Jan 13, 2019, 4:33:24 PM",Lunch Swim,Swim,"",3000,"2,200",,false,,,,,3000.0,3000.0,2200.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135026976,"Feb 9, 2019, 2:09:12 PM",Exploring Hawaii,Ride,"",14400,60.00,,false,,,77.0999984741211,,14400.0,14400.0,60000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202220618,"Mar 9, 2019, 6:37:24 PM",First signs of spring?,Run,"",1380,4.00,,false,,,77.0999984741211,,1380.0,1380.0,4000.0,,,,,,,,0.0,,,,,,,,,378.9249267578125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265903962,"Apr 5, 2019, 1:06:45 AM",Night Run,Run,"",2138,5.87,43,false,,activities/2412236582.tcx.gz,77.0999984741211,,2138.0,1835.0,5872.2001953125,4.900000095367432,,20.399999618530273,,106.0,118.4000015258789,12.0,-0.03405878692865372,,,,,170.0,151.83705139160156,,,420.0,,,43.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267126793,"Apr 5, 2019, 12:56:31 PM",Morning Ride,Ride,,744,3.68,4,false,,activities/2413503197.fit.gz,77.0999984741211,,744.0,659.0,3682.89990234375,8.699999809265137,,1.0,22.0,91.5999984741211,113.0,7.699999809265137,-0.5810638070106506,,,,,148.0,122.41121673583984,,63.380062103271484,125.0,,22.0,4.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269772393,"Apr 6, 2019, 4:11:44 PM",Morning Swim,Swim,,3389,"1,897",,false,,activities/2416256480.fit.gz,,,3389.0,2524.0,1897.4000244140625,1.7999999523162842,,0.0,,,,0.0,0.0,,,30.0,25.479637145996094,,,,,430.0,,29.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272614447,"Apr 7, 2019, 1:32:05 PM",First outdoor ride of 2019,Ride,"",8355,50.09,64,false,,activities/2419247226.fit.gz,77.0999984741211,,8355.0,7637.0,50095.3984375,9.399999618530273,,143.0,136.0,86.0,126.0,24.399999618530273,0.009581717662513256,,,,,170.0,127.70512390136719,,93.59579467773438,1204.0,,16.0,64.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
